Date,Time,Town,County,Occupation,Description
2009-11-05,21:00,Kettering,Northamptonshire,,glowing spheredomed followed south direction completely silent flashing would expect
2009-11-05,21:09,Plymouth,Devon,,rising semi circle outline flames glowing red flickering round edge first thought firework
2009-11-05,21:40,Lyneham,Wiltshire,,following direction noise flashing trajectory vicinity lyneham radar
2009-11-06,21:47,"Stratford-upon-
Avon",Warwickshire,,view right left stop form pattern pulsing fading
2009-11-06,22:05,Smethwick,West Midlands,,strange twos fifteen
2009-11-06,09:14,Blakeney,Norfolk,,fire glow constant constant also watched binoculars appeared circle dots around circle oclock position watched mins
2009-11-07,12:10,Petts Wood,Kent,,eight single clear single spot travelled constant slowly higher ern atmosphere first four close proximity followed four approx minute
2009-11-07,Not Given,Ashingdon HeightsEssex,,,approx first eight going steady slow rate merged triangle formation separated others appeared minute er area
2009-11-07,17:00,Not Given,Thames Estuary,,vertical cylinder silvery underneath great yellow fiery glow watched
2009-11-07,Not Given,Catford,London,,flashing silent another
2009-11-07,21:00,Sherborne,Dorset,,looking south right moon four five
2009-11-07,11:00,Inverness,Scotland,,watched seconds thought first plane
2009-11-07,00:46,Filey,Yorkshire,,brilliant dazzling pure horizontal ring appeared perfectly still houses totally silent hovering belle crescent area
2009-11-07,23:15,Ashton Under Lyne,"Greater 
Manchester",,eight ufos shone ly came across approx seconds stopped reservoir changed direction approx angle towards holmfirth noise
2009-11-08,21:40,Not Given,Kent,,semicircle golden towards noise heard
2009-11-08,21:45,Oakwood,Essex,,triangular
2009-11-08,22:00,Frome,Somerset,,fifteen twenty vertical line going slowly noise
2009-11-09,22:35,East Kilbride,South Lanarkshire,,ufos appeared composed fiery symmetrical vertical diamond
2009-11-09,Not Given,Diss,Norfolk,,pink dome yellow underneath seconds
2009-11-09,20:00,RAF Valley,Anglesey,,round chasing
2009-11-10,20:30,Epsom,Surrey,,thirty globes four waves constant lanterns kind would metres diameter
2009-11-10,21:15,Old Bilsthorpe,Nottinghamshire,,flamed formation slowly silently across night
2009-11-11,21:20,Tooting,London,,black sphere bobbing half mile away covered phospherous chemical cloud goes grey flash ening reappears clouds various sightings
2009-11-11,21:00,South Hinksey,Oxford,,plane quickly
2009-11-12,21:05,Godalming,Surrey,,intense path gatwick heathrow
2009-11-14,11:30,Charles Barn,Kent,,fixed wing field street charles barn squared something behind cockpit silent glider
2009-11-14,20:45,Not Given,"Not Given
Ashton-under-",,roof house gold round circle size beach behind house going sideways across roof road road change smaller fiery glow
2009-11-14,11:23,Belfast,Northern Ireland,,blazing gold orbs diagonal line remained static approx minute slowly together form orions belt small triangle faded third
2009-11-15,20:25,Shepton Mallet,Somerset,"RN Air Traffic 
Control",seven silent emitting group singles travelled knots turned right
2009-11-16,20:40,Grantham,Lincolnshire,,seven group followed group four distinct noise
2009-11-19,20:45,St Ives,Cornwall,,took several began path straight steady indicating perhaps powered
2009-11-20,21:40,Findon Valley,West Sussex,Ex-pilot,extremely continued ted climb vertically change dimmed faint
2009-11-22,19:40,Bromley,Kent,,across noise
2009-11-25,22:00,New Forest,Hampshire,,fire burnt pretty ly would burn little appear burn ly extinguishing thirty seconds later
2009-11-25,22:00,Sheepridge,Huddersfield,,eight across skyline spheres centre eventually passed house back front
2009-11-26,21:45,Carluke,Lanarkshire,,distance came nearer eventually cloud overhead similar appearing distance regular intervals
2009-11-28,20:15,Watford,Hertfordshire,,consecutive passes single yellowish approximately apart orbit
2009-11-28,20:15,Betws,Dyfed,Journalist,tennis stuck together across
2009-11-29,20:19,Anglesy,North Wales,,similar amber appeared hovering fields disappearing five later appeared area reappeared meni straits
2009-11-30,21:01,West Wickham,Kent,Pilot,series
